Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Year
Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,2022-01-05,TCAFY2118876,1783,34.5,437029775,71202,18194896,67.0,60320365,602827,52700,31427513,261236772,2169985836,59.0,167522,927,43.0,616800,31.0,38926392,27268,2895512,0,2022
This Side of Paradise,Color,Coyote Theory,2020-12-11,QMW9F1100003,1789,34.4,515923885,121767,25106201,72.0,166794513,2438100,520891,383884667,2574138698,6350,7.0,18,,2.0,16264,,2672470,8628,2561309,0,2020
Pipoco,Pipoco,Ana Castela,2022-05-20,BXHZ02200008,1794,34.4,238890270,27066,8621319,60.0,384799195,2963384,465300,88637887,1298188205,525707358,14.0,4831,,34.0,177404,11.0,,,411758,0,2022
Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,USSM12104771,1791,34.4,499085551,64967,25228814,62.0,189120015,2445070,193708,100580695,864218422,922572446,125.0,199403,20,39.0,419948,30.0,14153785,4185,3990487,0,2021
My Baby,My Baby,Diamond Platnumz,2023-02-03,ZA41S2300062,1787,34.4,,757,61488,30.0,25504572,187689,2579200,23151822,341343712,9191413,,252,,,,,15614,151,201503,0,2023
DNA (Loving You) [feat. Hannah Boleyn],DNA (Loving You) [feat. Hannah Boleyn] - Single,Billy Gillies,2023-07-28,USAT22307379,1792,34.4,71722674,15522,22597896,68.0,25459927,162133,17628,791989,18182823,131619237,43.0,55349,94,23.0,707344,19.0,7167,64,952963,0,2023
The Magic Bomb,The Magic Bomb,Hoï¿½ï¿½ng ,2021-04-20,NLZ542100934,1788,34.4,4224438,2333,240248,31.0,4404312,94056,6400664,838003900,10173667723,994101,3.0,3,205,1.0,2116,3.0,889278,717,13990,0,2021
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Auli'i Cravalho,2016-11-18,USWD11677855,1793,34.4,611088459,48476,19235449,67.0,1505578850,5184385,150273,18075637,149410833,46918755,87.0,592,382,10.0,155806,21.0,167139739,287679,,0,2016
Paani Paani,Paani Paani,Badshah,2021-06-09,INH102100261,1790,34.4,89815962,9126,3802888,54.0,850941688,6694074,,,,158313518,8.0,1560,,2.0,1370,11.0,125172,,176468,0,2021
Static,Gemini Rights,Steve Lacy,2022-07-15,USRC12202285,1786,34.4,304386086,69159,17570340,72.0,18632784,257442,326956,217253263,1303631045,86936272,22.0,2174,372,15.0,227403,1.0,1716467,4865,651001,1,2022
Through Da Storm,Die A Legend,Polo G,2019-06-07,USQX91901170,1800,34.3,351007818,105025,7074555,64.0,186297690,1709390,16973,8083973,55106493,6427525,2.0,283,,11.0,8973,,51567061,32915,713131,1,2019
Sabran,Sabran,AL SHAMI,2024-02-10,LBA132400142,1801,34.3,5501185,613,980583,,94138006,852151,,,,1110946120,4.0,99,,,,,,,118843,0,2024
Komet,Komet,Udo Lindenberg,2023-01-19,DEA622202192,1796,34.3,223211332,47584,5249832,68.0,83855008,603186,93,5456,95067,292977607,27.0,67360,,12.0,3383006,9.0,,,940223,0,2023
In the End,Hybrid Theory (Bonus Track Version),Linkin Park,2000-10-24,USWB10002407,1803,34.3,2045512421,324745,99290558,82.0,2375021286,17765456,522553,63993059,729532806,1256171581,16.0,186149,357,117.0,1481082,52.0,832288547,304965,26145,0,2000
La Bicicleta,La Bicicleta,Carlos Vives,2016-05-27,USSD11600112,1802,34.3,697574595,60309,20351309,69.0,1691997312,4789339,417978,54674912,945038658,343201999,86.0,18701,44,63.0,407197,65.0,57536813,92844,4026835,0,2016
Hecha Pa' Mi,Mas Negro Que Rojo,Boza,2020-07-31,USSD12000196,1797,34.3,627556563,87091,25572110,67.0,315121318,1921904,1957950,109942926,829202200,17231013,110.0,31933,93,30.0,322638,12.0,1524695,1786,1608693,0,2020
SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,2022-10-31,QZAKB2203051,1798,34.3,516541770,50163,5857724,,153636776,2047892,153401,73405119,893095805,86778108,,112,343,,,,,,,1,2022
Caramelo,Caramelo,Ozuna,2020-06-11,USXDR2000567,1795,34.3,508151972,68478,20213678,56.0,585332283,2893537,694200,40465854,387733644,163225146,68.0,10140,64,21.0,454231,42.0,29787813,10115,1234460,0,2020
Calling My Spirit,Calling My Spirit,Kodak Black,2018-11-30,USAT21812416,1799,34.3,298721490,69136,7558306,59.0,162438129,1112123,4175,1012306,13981094,31915591,18.0,1745,,3.0,6878,1.0,157802481,36367,684516,1,2018
Virtual Angel,<Dall>,ARTMS,2024-05-31,KRA382401742,1810,34.2,2371467,241,4606660,,11364565,212716,,,,,7.0,16,,,,7.0,209,,4320,0,2024
Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,USUYG1156894,1812,34.2,1590659204,203764,34418293,77.0,567076854,7875127,322403,76923633,616913553,29039651,26.0,29,,9.0,136392,8.0,99032560,70564,2444041,1,2017
Maria Mariah,Maria Mariah,JC NO BEAT,2023-11-17,BCLWS2302458,1811,34.2,33605864,12453,3161785,32.0,107114515,805527,,1970109,25541775,488737787,4.0,342,5,4.0,1999794,14.0,,,160253,1,2023
"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,2019-10-07,INS181905023,1805,34.2,35269135,3782,1470547,44.0,1364545600,4782629,,1462995,19469573,97746040,4.0,241,,,,6.0,,,167685,0,2019
Fï¿½ï¿½S,Fï¿½ï¿½S,Britney Manson,2023-08-11,RUB862300027,1808,34.2,140756753,20909,5720836,36.0,60902734,885239,425901,139431702,982755143,84060916,,11,,2.0,27804,,378942,1511,459549,1,2023
Danza Kuduro (feat. Lucenzo),100% tubes de l'ï¿½ï¿½tï¿½ï¿½ 2018 : La bande son 100,Don Omar,2018-06-15,FR6F31821340,1809,34.2,1655575417,1108,64350,40.0,1498854054,6607472,9,371,8882,155196257,,,,,,,,,,0,2018
Spokojnie,Ninja,HOT DONUTS,2023-02-26,GBMJG2302966,1807,34.2,,1,17,,407197875,1302211,,,,,,1,,,,,,,,0,2023
Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,2018-02-16,MXF011800071,1814,34.2,708166969,58098,19508090,66.0,1209951349,4611513,382728,36505321,263244094,291869556,64.0,13342,75,35.0,77448,30.0,142883611,29182,4094040,0,2018
"Sheï¿½ï¿½ï¿½s Gone, Da","Sheï¿½ï¿½ï¿½s Gone, Da",Disclosure,2024-05-29,USA2P2420371,1813,34.2,7021860,2000,61759962,,149674,5277,,146800,816500,,52.0,1746,2,39.0,2175560,41.0,25891,20,40920,0,2024
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Parkmalody,2023-10-14,TCAHL2371470,1804,34.2,13900332,1737,402173,,65378730,231736,847700,4605027,59606925,26646344,3.0,958,,,,,,,24734,0,2023
Ma Fi Leil,Ma Fi Leil,Nassif Zeytoun,2024-04-16,LBA132400447,1806,34.2,1579231,195,741333,,43912255,427835,,,,2635256,4.0,124,,3.0,41160,,,,83701,0,2024
NEON BLADE,NEON BLADE,MoonDeity,2022-06-01,SE6QE2237231,1821,34.1,256121980,60620,23882871,68.0,223554131,2671018,137960,139402074,1479505358,50959369,16.0,1,,3.0,91280,1.0,1738308,3599,2490025,1,2022
Ho Hey,The Lumineers,The Lumineers,2012-01-01,USDMG1260805,1818,34.1,1273869800,214511,64606098,76.0,370952126,2847630,28712,25451026,172101115,213556549,148.0,242121,353,98.0,601170,53.0,815332673,520710,17971225,0,2012
Corrido de Juan Armenta,Los Temas de Mis Pelï¿½ï¿½c,Vicente Fernï¿½ï¿½,2024-05-27,MXF012400279,1816,34.1,68134,3,138,,,,,,,,,,,,,,10721923,6628,,0,2024
Frozen,Frozen,Madonna,2021-12-03,USWB12105753,1817,34.1,171060866,62420,13385720,62.0,39445207,832416,1812874,58132303,954943543,7699,17.0,12696,529,9.0,15158,2.0,17914746,3997,6425997,0,2021
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,2023-06-22,INW262317735,1823,34.1,208410725,14238,8924766,66.0,117750348,1330374,496900,14803092,327071314,85756632,3.0,597,,1.0,1097,16.0,4121,18,242339,0,2023
Pain,Pain,PinkPantheress,2021-02-05,QZFZ52145391,1819,34.1,595213841,124555,17910647,77.0,47759635,771300,206470,115511396,640679729,201866,33.0,1073,145,10.0,133199,,2317940,3730,719198,1,2021
T.B.H,1st Mini Album 'MANITO',QWER,2024-04-01,KRA382401946,1822,34.1,4579390,569,2440321,59.0,54015483,299452,,,,9441934,8.0,,,,,,,,44505,0,2024
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,2018-10-25,USWB11802264,1815,34.1,587673746,88533,17023029,65.0,490164687,7575841,108400,2994730,15353974,210200706,34.0,30031,9,16.0,13467,6.0,38836032,28986,3904200,1,2018
Titliaan,Titliaan,Afsana Khan,2020-11-09,INUM72000090,1820,34.1,60103893,7617,1238881,54.0,996649537,9168790,151100,1406442,44461309,23808458,4.0,310,,,,2.0,1935,,230094,0,2020
Save Your Tears,After Hours (Deluxe),The Weeknd,2020-03-20,USUG12000669,1827,34.0,1995511952,8264,1155540,49.0,,,,,,,68.0,916627,,29.0,2416985,,,,,1,2020
Padam Padam,Padam Padam,Kylie Minogue,2023-05-18,GB5KW2301017,1826,34.0,142783595,27586,18160338,43.0,39579610,426906,49769,16387200,266934347,317063172,117.0,97932,1135,34.0,786028,87.0,2872697,3783,1166124,0,2023
Pacto (feat. Bryant Myers & Dei V) - Remix,Pacto (Remix) [feat. Bryant Myers & Dei V],Jay Wheeler,2023-07-28,USUYG1499990,1829,34.0,112634428,23871,11484313,64.0,116848094,896215,,,,10987919,10.0,1217,,2.0,25994,15.0,1644547,1260,268439,1,2023
Finesse,Finesse,Pheelz,2022-03-03,QZQAY2239272,1830,34.0,162356099,67124,8539093,62.0,27222424,253527,813201,95230456,1145039714,966941,77.0,70941,515,15.0,574629,27.0,11491383,2501,4200295,0,2022
Bad Blood,1989 (Deluxe),Taylor Swift,2014-01-01,USCJY1431369,1834,34.0,602316735,64462,20443761,67.0,1643019828,10410620,169764,142146594,998836191,568822896,91.0,12331,117,9.0,19067,8.0,442671630,511323,3046517,0,2014
SNAP,SNAP - Single,Rosa Linn,2022-03-19,QM4TX2221661,1828,34.0,1033308414,53249,27556242,1.0,12702613,214200,420936,170964850,1837588984,75492508,,169034,944,15.0,33716,,33378778,6855,,0,2022
La Intenciï¿½,La Intenciï¿½,Christian Nodal,2024-01-26,QZQPC2100130,1831,34.0,119369458,5866,19272195,,38415068,389722,43600,16305600,171858600,315995610,18.0,8223,1,18.0,103202,25.0,9198529,1038,380747,0,2024
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,2022-03-18,UKWLG2200001,1825,34.0,371288040,69527,53951706,69.0,42623147,297084,5644,1282246,19793657,2591798957,111.0,205826,348,56.0,947134,40.0,4516525,729,2246791,0,2022
Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300804,1824,34.0,175095439,21001,6637673,75.0,61848993,311636,52412,3106312,21618436,80192815,25.0,109675,21,2.0,81390,6.0,44998795,7316,268281,0,2023
Volvï¿,Volvï¿½ï¿½ - Si,Aventura,2021-08-03,QMFME2168127,1833,34.0,780755736,107320,35444438,72.0,89683527,493296,30301,6103064,49294071,,97.0,39183,129,25.0,383440,46.0,69320555,14510,1804089,1,2021
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,2021-10-30,INUM72100076,1832,34.0,185690034,20169,4249749,62.0,653915314,6109560,26625,3745325,52219515,,13.0,1527,,,,6.0,835141,472,326010,0,2021
Super,ýýýýýýýýý ýýýýýý10ýýý 'FML' - EP,SEVENTEEN,2023-04-24,USA2P2310675,1839,33.9,210481840,14690,8191208,67.0,209677493,2906443,95008,178551449,1027127321,571782627,29.0,3674,27,5.0,180148,24.0,645104,601,491972,0,2023
Diamonds,Diamonds,Sam Smith,2020-09-17,GBUM72002531,1835,33.9,411109963,53928,10287976,58.0,205575225,1908534,142900,23431333,254269639,48735190,133.0,403730,53,158.0,831207,35.0,77375004,11904,5268930,0,2020
Do I Wanna Know?,AM,Arctic Monkeys,2013-01-01,GBCEL1300362,1837,33.9,2188592950,361827,91030520,81.0,457550865,4610448,13917,12237124,71629637,56377,149.0,2204,71,103.0,706652,34.0,308026596,156277,10708249,0,2013
Self Love (Spider-Man: Across the Spider-Verse),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308561,1838,33.9,168713011,40836,5604951,68.0,42717660,479690,,,,28182,37.0,1635,2,,,2.0,548106,2911,371164,0,2023
It's Not Right But It's Okay,It's Not Right (But It's Ok),Mr. Belt & Wezol,2024-02-23,NLP762300246,1841,33.9,56343820,9047,82301244,78.0,1245263,8718,,,,,35.0,25492,,99.0,11766777,33.0,2147,23,570335,0,2024
Sweet Dreams,Sweet Dreams,Koe Wetzel,2024-05-17,USQX92401736,1836,33.9,20827832,2016,9370898,75.0,3054416,50012,,,,34213155,24.0,163,2,7.0,1596756,20.0,3202724,2499,23699,0,2024
Mittelmeer,Mittelmeer,Pashanim,2024-05-23,DECE72400931,1840,33.9,20583156,3159,12002200,76.0,1094955,53918,,,,,22.0,775,,10.0,3417114,19.0,,,24801,0,2024
Another Love,Songs from Another Love,Tom Odell,2012-01-01,GBARL1300107,1842,33.9,2444335468,380675,168483196,83.0,996981745,9104648,452786,77257465,714451407,858018753,137.0,36017,8,195.0,16139369,30.0,,,,1,2012
Djadja,Djadja,Aya Nakamura,2018-04-06,FRZ041800369,1849,33.8,449300755,100823,11604346,65.0,1085070267,6471346,91851,11755003,125615755,150274308,124.0,23057,14,66.0,578395,42.0,1232850,4071,8075024,0,2018
LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,LOOK DONï¿½ï¿½ï¿½T TOUCH (feat. cade ,Odetari,2023-05-17,QZVFR2301356,1848,33.8,184630078,29450,3853996,69.0,63500291,813255,66100,15513962,102841979,69529,2.0,4,,,,,1043199,2591,683699,1,2023
We Are The People - southstar Remix,We Are The People (Southstar Remix),Empire Of The Sun,2023-02-17,AU2DY2300031,1847,33.8,131670125,46791,23537698,66.0,,,14500,1854474,24090347,,29.0,6116,,20.0,225396,7.0,7916,,764949,0,2023
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,GBAHS2100229,1845,33.8,329901408,127068,10900641,59.0,139803282,2011079,823150,666189916,5034712644,5387519,56.0,5281,,11.0,42260,13.0,396981,1386,1625019,1,2021
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,2023-04-24,ING642302554,1846,33.8,30668840,681,196547,60.0,324783065,1774598,1170,64466,967073,,,,,,,,,,24271,0,2023
Timber (feat. Ke$ha),Greatest Hits,Pitbull,2009-01-01,USRC11301695,1850,33.8,1477150302,241550,126126362,79.0,1751763286,7958745,1011744,145705571,1166623514,597231371,166.0,98296,348,125.0,807752,35.0,56047915,116438,13339874,0,2009
Little Life,Little Life,Cordelia,2023-10-19,QZTB32354348,1844,33.8,15433188,5294,5121873,,1480668,47307,1112614,310478118,2139918587,3395360,10.0,250,,5.0,564034,5.0,48577,571,165267,0,2023
LOVE YOU BETTER,I NEVER LIKED YOU,Future,2022-04-29,USSM12203790,1843,33.8,128787729,37150,4216777,63.0,56487397,578887,35830,4458009,39913325,11069874,12.0,260687,3962,1.0,46208,5.0,85707959,10837,903005,1,2022
Woah,Woah,Lil Baby,2019-11-08,USUG11902877,1851,33.8,420627588,104460,14977024,60.0,448194116,3160800,203312,26617282,225572938,9769097,76.0,80703,212,17.0,114900,25.0,141082301,75459,1977941,1,2019
As If It's Your Last,As If It's Your Last,BLACKPINK,2017-06-22,KRA401700174,1858,33.7,594775179,39525,11903640,70.0,1658892938,17870955,380060,85311100,716217499,176351895,28.0,3547,4,3.0,27697,8.0,7982471,15956,1387663,0,2017
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,QMCE31500250,1863,33.7,808010338,130977,25603956,71.0,690889020,4272301,1014761,52308653,243314330,258112509,1.0,44246,375,6.0,4160,,,,4663057,1,2015
DE LUNES A LUNES,DE LUNES A LUNES - Single,Manuel Turizo,2023-08-24,QZDYA1800274,1856,33.7,178247858,12797,13650757,73.0,104715392,352213,12100,2454985,26823518,37557065,17.0,15249,212,17.0,5682855,5.0,19861700,1116,415549,0,2023
Whistle,Whistle (feat. Calum Scott),Jax Jones,2023-02-10,GBUM72202305,1859,33.7,150399875,24147,33879427,68.0,31790864,197887,8960,2341316,59124615,144744994,58.0,179831,93,34.0,800892,9.0,1523762,,1848814,0,2023
Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,USUYG1131080,1864,33.7,1432465000,178342,32522476,75.0,529846128,11029532,3523215,235606523,2685984395,2295267,36.0,317,,8.0,197216,3.0,,,,1,2017
Thang For You (feat. No Cap),Thang For You (feat. No Cap),Rylo Rodriguez,2023-06-23,QZUZR2307704,1860,33.7,34566972,14562,6350457,54.0,63064761,306628,199169,17792202,155967629,279837629,17.0,,4,3.0,151282,7.0,7359694,5246,706470,1,2023
Before You Leave Me,Before You Leave Me,Alex Warren,2024-02-16,USAT22314248,1854,33.7,99946842,9128,36536793,78.0,4417747,54887,,309855,2306041,47328686,21.0,10826,58,15.0,312659,27.0,2870114,552,310024,0,2024
2Humpy is Back,2Humpy is Back,2Rare,2024-04-05,USWB12401052,1861,33.7,299871,71,576253,,,,387200,5817255,40815691,,1.0,1,,,,7.0,82867,56,20511,1,2024
XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,USAT21703440,1855,33.7,2123458039,250221,69341164,77.0,333716726,2350373,972025,39843516,293246122,9538431,6.0,185,155,15.0,13828,,,,28504,1,2017
"break up with your girlfriend, i'm bored","thank u, next",Ariana Grande,2019-02-08,USUM71900409,1857,33.7,975281654,82431,31929703,69.0,672090558,7230344,66530,29856824,218317192,920848561,74.0,52163,263,29.0,609186,19.0,162544700,135795,2386682,1,2019
la noia,La noia,Angelina Mango,2024-02-07,ITJG42400001,1853,33.7,81694468,4777,7822812,80.0,47424040,377348,,173700,4000000,251776060,28.0,14334,,15.0,3191554,23.0,3551,,262811,0,2024
Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2018-11-30,GBARL1801571,1852,33.7,942092206,129847,59476416,68.0,561103775,5753715,247441,154388347,1462282216,1257603748,106.0,19349,17,89.0,1222203,32.0,33775179,23653,11510830,0,2018
TUS Lï¿½ï¿½GR,Microdosis,Mora,2022-04-01,QM4TX2252947,1862,33.7,231258162,42133,12601998,64.0,143774447,773465,1754800,79825538,760223916,317485352,27.0,5833,368,1.0,46161,20.0,3321809,662,616275,1,2022
The EPA Song,Make It Myself,Ants on a Log,2023-03-31,QMFME2231905,1876,33.6,,3,56,,369121448,410669,,,,,,2,,,,,,,1,0,2023
La solution,Voodoo belge,Marka,2023-02-03,BEW512200007,1871,33.6,1537,3,226,,414936783,442757,,,,,,3,,,,,,,,0,2023
Pump,Pump,Valentino Khan,2017-05-26,USZ4V1700087,1873,33.6,67890975,26030,3848842,42.0,3506898,39237,13018365,197043302,3438499599,,38.0,859,,8.0,4732,,3722073,5476,1775117,0,2017
Higher Love,Higher Love,Kygo,2019-06-28,USRC11901901,1875,33.6,943137389,117582,79382957,67.0,315848540,1595053,43336,9354620,94552478,93310119,302.0,243385,238,165.0,2663236,98.0,54000735,46744,5337579,0,2019
WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,2022-09-28,QZNWZ2297541,1868,33.6,299202591,67616,26749482,67.0,36393651,720855,418361,408682791,5978876777,1312638,21.0,796,,6.0,28157,,3556887,3088,2693410,1,2022
Friends,FRIENDS,Marshmello,2018-02-09,GBAHS1800051,1869,33.6,1436709386,1231,419951,31.0,1548579253,15340302,,,,279747036,32.0,74968,,1.0,2711,,,,,0,2018
Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,2022-01-05,AR3N42100008,1866,33.6,297383787,36673,9448129,65.0,467320988,3360533,,,,595873581,20.0,12895,,14.0,27719,8.0,344197,604,737203,0,2022
Love Lies (with Normani),Love Lies,Khalid,2018-02-14,USRC11703646,1865,33.6,937339123,96612,21547967,67.0,479514227,3606789,191838,8019207,56608149,88739909,82.0,177635,182,48.0,194316,68.0,418186255,99110,5381698,1,2018
Tal Para Cual,Tal Para Cual,Salastkbron,2024-01-11,AR5UH2301964,1867,33.6,54141672,5115,10033097,70.0,89396830,355314,,,,195623398,,183,,2.0,6018,13.0,,,36160,0,2024
El Tï¿½ï¿½,El Tï¿½ï¿½,Grupo Firme,2020-10-27,QZDQH1906375,1877,33.6,432634168,31429,17749866,59.0,699174305,2537896,128548,12531029,168805311,19333484,16.0,5054,134,7.0,6081112,38.0,92147328,21527,1109128,0,2020
Sorriso no Rosto,Sorriso no Rosto,Mc IG,2024-05-28,BRWMB2400738,1874,33.6,11576361,935,26514018,71.0,9310828,224835,,,,104741,2.0,2,,5.0,7100195,19.0,,,,1,2024
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,USUG12101248,1878,33.6,884616492,101479,24049783,77.0,211384847,2822121,94602,92641326,464412661,14107434,32.0,1529,7,10.0,32485,8.0,21456287,28539,1187607,0,2021
Shaky Shaky,Shaky Shaky,Daddy Yankee,2016-04-08,US2BU1600020,1872,33.6,355833360,32831,9930933,57.0,1841152614,6950519,673957,68853618,580818135,246854508,32.0,9113,64,22.0,84506,22.0,49501753,161901,2606582,0,2016
El Amante,El Amante,Nicky Jam,2017-01-01,USSD11600415,1870,33.6,583299836,52696,14027229,64.0,1463687327,4556113,206254,7981083,107045562,279080167,52.0,15341,82,32.0,318807,33.0,196553476,74725,5312033,0,2017
ICU,ICU,Coco Jones,2022-10-21,USUM72216687,1881,33.5,52106559,13612,2835147,61.0,70625059,637218,50210,9243349,81185287,143356579,30.0,173142,104,4.0,432333,36.0,52357286,37370,1514755,0,2022
Way down We Go,Way Down We Go,KALEO,2015-08-07,USAT21502122,1879,33.5,1086861259,228925,44949918,79.0,836662907,8009540,1629364,344124487,4201171109,180196685,25.0,105889,97,117.0,717998,25.0,,,,0,2015
24K Magic,"NOW That's What I Call Music, Vol. 61",Bruno Mars,2017-01-27,USAT21603246,1882,33.5,1425996809,995,505357,32.0,1917522970,10237469,,,,1676191851,2.0,,,,,,,,,0,2017
Joy (In My Own Time) - Tribe Song,Joy (In My Own Time) [Tribe Song],DAMIEN,2023-03-31,AUMEV2312696,1880,33.5,6300,10,398,3.0,371579831,300617,7,807,29251,45503399,,30,,,,,,,,0,2023
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,2016-03-25,USRC11600042,1883,33.5,1320205697,124827,38410821,71.0,1389678876,10725384,184911,26228617,191249307,205101912,155.0,43881,64,67.0,381330,26.0,,,7226364,1,2016
Enemy - Radio Edit,"NOW That's What I Call Music!, Vol. 82",Imagine Dragons,2022-05-06,USUM72019717,1886,33.4,820953,204,16612,22.0,38888242,500894,,,,,,576584,,,,,,,,0,2022
When It Comes To You,When It Comes To You,Fridayy,2023-07-21,USUM72309787,1884,33.4,36398813,7606,12388422,62.0,51105810,440385,42585,3116540,30427598,166879315,17.0,65182,77,5.0,660396,39.0,37401204,8950,1019440,0,2023
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,2022-09-19,SGB502242208,1891,33.4,32642,7,2063,1.0,50391,373,3622500,8929235,235913641,,,,,,,,,,,0,2022
Libaas,Libaas,Kaka,2020-11-19,INS402000018,1889,33.4,76630812,8933,1073356,51.0,964253382,9620300,199165,7327817,99450429,865457,4.0,20,,,,5.0,7,,264288,0,2020
OOOUUU,OOOUUU,Young M.A,2016-05-20,US6YF1600026,1888,33.4,316267018,68407,10932431,60.0,515355994,3980712,83370,35643009,286622729,2170348,165.0,7714,,10.0,7187,12.0,144019785,192642,2698587,1,2016
Flooded The Face,Pink Tape,Lil Uzi Vert,2023-06-30,USAT22306846,1885,33.4,125102655,54044,18974212,66.0,7154684,115132,6550,1263286,9831629,174647301,26.0,,,4.0,20831,1.0,502164,1157,207467,1,2023
"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")","90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,2024-02-20,INM432400019,1892,33.4,6576855,307,62869,,66986452,456000,128600,774,6127,33272955,1.0,91,,,,,,,43588,0,2024
"Ranjithame (From ""Varisu"")","Ranjithame (From ""Varisu"")",Thalapathy Vijay,2022-11-05,INS182203495,1890,33.4,123908201,6218,4505067,62.0,417372813,3801568,,,,70876135,1.0,,,,,4.0,,,62937,0,2022
